task, setting, vocab_alpha, lapt_alpha, vocab_size, lapt_steps, language, seed, accuracy
uas, zero-shot, 0.2, 0.1, 65538, 400000, mdf, 1, 74.07
uas, zero-shot, 0.2, 0.1, 65538, 400000, olo, 1, 64.99
uas, zero-shot, 0.2, 0.1, 65538, 400000, sms, 1, 42.09
uas, zero-shot, 0.2, 0.1, 65538, 400000, kpv, 2, 75.16
uas, zero-shot, 0.2, 0.1, 65538, 400000, krl, 2, 66.71
uas, zero-shot, 0.2, 0.1, 65538, 400000, mdf, 2, 73.32
uas, zero-shot, 0.2, 0.1, 65538, 400000, olo, 2, 66.2
uas, zero-shot, 0.2, 0.1, 65538, 400000, sms, 2, 39.36
uas, zero-shot, 0.2, 0.1, 65538, 400000, kpv, 3, 74.86
uas, zero-shot, 0.2, 0.1, 65538, 400000, krl, 3, 65.9
uas, zero-shot, 0.2, 0.1, 65538, 400000, mdf, 3, 72.75
uas, zero-shot, 0.2, 0.1, 65538, 400000, olo, 3, 65.46
uas, zero-shot, 0.2, 0.1, 65538, 400000, sms, 3, 39.61
uas, zero-shot, 0.2, 0.1, 65538, 400000, kpv, 4, 74.97
uas, zero-shot, 0.2, 0.1, 65538, 400000, krl, 4, 65.58
uas, zero-shot, 0.2, 0.1, 65538, 400000, mdf, 4, 73.09
uas, zero-shot, 0.2, 0.1, 65538, 400000, olo, 4, 65.93
uas, zero-shot, 0.2, 0.1, 65538, 400000, sms, 4, 42.06
uas, zero-shot, 0.2, 0.2, 65538, 100000, kpv, 1, 65.8
uas, zero-shot, 0.2, 0.2, 65538, 100000, krl, 1, 64.67
uas, zero-shot, 0.2, 0.2, 65538, 100000, mdf, 1, 62.44
uas, zero-shot, 0.2, 0.2, 65538, 100000, olo, 1, 65.46
uas, zero-shot, 0.2, 0.2, 65538, 100000, sms, 1, 42.65
uas, zero-shot, 0.2, 0.2, 65538, 100000, kpv, 2, 63.48
uas, zero-shot, 0.2, 0.2, 65538, 100000, krl, 2, 64.25
uas, zero-shot, 0.2, 0.2, 65538, 100000, mdf, 2, 60.92
uas, zero-shot, 0.2, 0.2, 65538, 100000, olo, 2, 65.99
uas, zero-shot, 0.2, 0.2, 65538, 100000, sms, 2, 42.16
